ticket_id,requester_id,created_at,description,mrr,type,page,app_version,source,topic
NW-10366,cust_111,2026-08-25T13:09:00.000Z,Why do I have to sign in again every hour?,60,bug,/login,4.13.0,support_inbox,session-timeout-short
NW-10367,cust_066,2026-08-25T15:22:00.000Z,Loading times have roughly tripled since the spring.,380,bug,/dashboard,4.13.0,nub,dashboard-slow
NW-10368,cust_118,2026-08-26T07:44:00.000Z,multi currency please,0,feature_request,/settings,4.13.0,support_inbox,multi-currency
NW-10369,cust_147,2026-08-26T08:19:00.000Z,My photo will not upload and it does not say why.,1310,bug,/mobile/capture,4.13.0,shake,attachment-size-limit
NW-10370,cust_096,2026-08-26T12:06:00.000Z,Anything over 5MB is rejected with no useful message.,0,bug,/mobile/capture,4.13.0,support_inbox,attachment-size-limit
NW-10371,cust_054,2026-08-26T16:41:00.000Z,Export to CSV times out every single time on our larger workspaces.,100,bug,/reports,4.13.0,nub,csv-export-timeout
NW-10372,cust_089,2026-08-26T17:19:00.000Z,"We need our own labels, not the built-in ones.",380,feature_request,/settings,4.13.0,nub,custom-categories
NW-10373,cust_071,2026-08-27T07:22:00.000Z,A find function would be transformative.,0,feature_request,/dashboard,4.13.0,nub,search-missing
NW-10374,cust_075,2026-08-27T09:56:00.000Z,We operate in euros and have to convert by hand every month.,90,feature_request,/settings,4.13.0,support_inbox,multi-currency
NW-10375,cust_049,2026-08-27T14:03:00.000Z,The first-run experience left me staring at an empty screen.,0,question,/onboarding,4.13.0,support_inbox,onboarding-confusing
NW-10376,cust_188,2026-08-27T14:15:00.000Z,Directory sync would save our IT team a lot of tickets.,0,feature_request,/settings/team,4.13.0,support_inbox,scim-provisioning
NW-10377,cust_048,2026-08-28T08:23:00.000Z,Any report over about 50k rows will not come out of the system.,5610,bug,/reports,4.13.0,support_inbox,csv-export-timeout
NW-10378,cust_172,2026-08-28T09:17:00.000Z,It was snappy when we signed up and it is not any more.,460,bug,/dashboard,4.13.0,support_inbox,dashboard-slow
NW-10379,cust_110,2026-08-28T09:55:00.000Z,"Scrolling is the only way to locate anything, which is rough at our volume.",7430,feature_request,/dashboard,4.13.0,support_inbox,search-missing
NW-10380,cust_136,2026-08-29T10:42:00.000Z,Would be great to have an audit log for compliance.,170,feature_request,/settings/security,4.13.0,support_inbox,audit-log
NW-10381,cust_149,2026-08-29T11:27:00.000Z,"Your support team is genuinely excellent, thank you.",0,praise,/dashboard,4.13.0,support_inbox,praise-support
NW-10382,cust_012,2026-08-29T12:38:00.000Z,Performance has fallen off a cliff in the last month.,1920,bug,/dashboard,4.13.0,nub,dashboard-slow
NW-10383,cust_003,2026-08-29T13:29:00.000Z,A failed delivery seems to just be dropped permanently.,10230,bug,/settings/api,4.13.0,nub,webhook-retries
NW-10384,cust_159,2026-08-29T14:32:00.000Z,The keyboard hides the amount field on my SE.,40,bug,/mobile/entry,4.13.0,support_inbox,mobile-keyboard-overlap
NW-10385,cust_078,2026-08-30T07:37:00.000Z,I use this at night and it lights up the whole room.,40,feature_request,/dashboard,4.13.0,nub,dark-mode
NW-10386,cust_087,2026-08-30T10:11:00.000Z,"Dashboard loading slow, timing out on our office wifi.",40,bug,/dashboard,4.13.0,support_inbox,dashboard-slow
NW-10387,cust_137,2026-08-30T12:36:00.000Z,All my timestamps are showing in the wrong timezone.,430,bug,/reports,4.13.0,nub,timezone-wrong
NW-10388,cust_097,2026-08-30T14:24:00.000Z,We keep getting 429s and cannot find the published ceiling.,6840,question,/settings/api,4.13.0,nub,api-rate-limits
NW-10389,cust_047,2026-08-30T15:04:00.000Z,Everything is forced into dollars and our team is in three countries.,30,feature_request,/settings,4.13.0,nub,multi-currency
NW-10390,cust_133,2026-08-31T13:56:00.000Z,"We need our own labels, not the built-in ones.",1660,feature_request,/settings,4.13.0,nub,custom-categories
NW-10391,cust_153,2026-09-01T10:32:00.000Z,Doing these one by one takes my entire Friday afternoon.,130,feature_request,/approvals,4.13.0,support_inbox,bulk-approve
NW-10392,cust_158,2026-09-01T10:46:00.000Z,"Scrolling is the only way to locate anything, which is rough at our volume.",170,feature_request,/dashboard,4.13.0,nub,search-missing
NW-10393,cust_075,2026-09-01T11:06:00.000Z,"Let me select all and approve, that is all I want.",90,feature_request,/approvals,4.13.0,support_inbox,bulk-approve
NW-10394,cust_175,2026-09-01T13:00:00.000Z,Export to CSV times out every single time on our larger workspaces.,70,bug,/reports,4.13.0,support_inbox,csv-export-timeout
NW-10395,cust_185,2026-09-01T17:28:00.000Z,Managing passwords for 200 people is not something we are willing to do.,60,feature_request,/settings/security,4.13.0,support_inbox,sso-saml
NW-10396,cust_090,2026-09-02T11:01:00.000Z,Being kicked out mid-task and losing work is infuriating.,0,bug,/login,4.13.0,support_inbox,session-timeout-short
NW-10397,cust_180,2026-09-02T12:24:00.000Z,Any report over about 50k rows will not come out of the system.,50,bug,/reports,4.13.0,nub,csv-export-timeout
NW-10398,cust_095,2026-09-02T12:28:00.000Z,We operate in euros and have to convert by hand every month.,0,feature_request,/settings,4.13.0,support_inbox,multi-currency
NW-10399,cust_099,2026-09-03T11:51:00.000Z,The contrast is brutal after about 6pm.,0,feature_request,/dashboard,4.13.0,support_inbox,dark-mode
NW-10400,cust_174,2026-09-03T12:57:00.000Z,A find function would be transformative.,0,feature_request,/dashboard,4.13.0,support_inbox,search-missing
NW-10401,cust_184,2026-09-03T16:57:00.000Z,"Scrolling is the only way to locate anything, which is rough at our volume.",140,feature_request,/dashboard,4.13.0,support_inbox,search-missing
NW-10402,cust_183,2026-09-04T07:14:00.000Z,Any report over about 50k rows will not come out of the system.,380,bug,/reports,4.13.0,support_inbox,csv-export-timeout
NW-10403,cust_064,2026-09-04T08:46:00.000Z,"csv export is broken, I click download and nothing happens",90,bug,/reports,4.13.0,support_inbox,csv-export-timeout
NW-10404,cust_058,2026-09-04T17:07:00.000Z,Please add checkboxes so I can handle a batch together.,90,feature_request,/approvals,4.13.0,support_inbox,bulk-approve
NW-10405,cust_019,2026-09-05T11:53:00.000Z,Downloading a report as a spreadsheet fails silently.,130,bug,/reports,4.13.0,support_inbox,csv-export-timeout
NW-10406,cust_176,2026-09-05T12:29:00.000Z,A find function would be transformative.,0,feature_request,/dashboard,4.13.0,nub,search-missing
NW-10407,cust_119,2026-09-05T12:37:00.000Z,The session expires while I am still actively using it.,40,bug,/login,4.13.0,support_inbox,session-timeout-short
NW-10408,cust_018,2026-09-05T14:11:00.000Z,We need people deprovisioned automatically when they leave.,240,feature_request,/settings/team,4.13.0,api,scim-provisioning
NW-10409,cust_033,2026-09-05T14:15:00.000Z,Doing these one by one takes my entire Friday afternoon.,2080,feature_request,/approvals,4.13.0,nub,bulk-approve
NW-10410,cust_161,2026-09-05T15:08:00.000Z,"Dashboard loading slow, timing out on our office wifi.",0,bug,/dashboard,4.13.0,nub,dashboard-slow
NW-10411,cust_011,2026-09-06T08:20:00.000Z,My team stopped getting the weekly summary and nobody changed anything.,260,bug,/reports,4.13.0,api,scheduled-reports-missing
NW-10412,cust_066,2026-09-06T08:37:00.000Z,The CSV export on the reports page just spins forever and never downloads.,380,bug,/reports,4.13.0,support_inbox,csv-export-timeout
NW-10413,cust_006,2026-09-06T16:05:00.000Z,"csv export is broken, I click download and nothing happens",1710,bug,/reports,4.13.0,nub,csv-export-timeout
NW-10414,cust_037,2026-09-07T07:05:00.000Z,Performance has fallen off a cliff in the last month.,70,bug,/dashboard,4.13.0,support_inbox,dashboard-slow
NW-10415,cust_187,2026-09-07T07:57:00.000Z,I end up correcting the scanned values manually anyway.,0,bug,/mobile/capture,4.13.0,support_inbox,ocr-accuracy
NW-10416,cust_150,2026-09-07T09:07:00.000Z,Please do not rely on colour alone to distinguish data.,60,bug,/dashboard,4.13.0,support_inbox,chart-colours-inaccessible
NW-10417,cust_155,2026-09-07T09:52:00.000Z,The fixed taxonomy does not match how our business works.,100,feature_request,/settings,4.13.0,support_inbox,custom-categories
NW-10418,cust_171,2026-09-07T12:01:00.000Z,We need SAML SSO before we can roll this out to the wider org.,150,feature_request,/settings/security,4.13.0,support_inbox,sso-saml
NW-10419,cust_036,2026-09-08T07:51:00.000Z,Performance has fallen off a cliff in the last month.,0,bug,/dashboard,4.13.0,nub,dashboard-slow
NW-10420,cust_116,2026-09-08T10:14:00.000Z,It was snappy when we signed up and it is not any more.,1050,bug,/dashboard,4.13.0,nub,dashboard-slow
NW-10421,cust_064,2026-09-08T12:00:00.000Z,Support for local currencies when travelling would be huge.,90,feature_request,/settings,4.13.0,nub,multi-currency
NW-10422,cust_052,2026-09-08T13:46:00.000Z,Staring at this all day genuinely hurts my eyes.,60,feature_request,/dashboard,4.13.0,support_inbox,dark-mode
NW-10423,cust_044,2026-09-08T15:06:00.000Z,Scheduled reports never arrive in my inbox.,0,bug,/reports,4.13.0,nub,scheduled-reports-missing
NW-10424,cust_142,2026-09-08T16:16:00.000Z,A find function would be transformative.,320,feature_request,/dashboard,4.13.0,nub,search-missing
NW-10425,cust_157,2026-09-09T08:05:00.000Z,Character recognition is unreliable enough that I check every one.,940,bug,/mobile/capture,4.13.0,support_inbox,ocr-accuracy
NW-10426,cust_163,2026-09-09T11:59:00.000Z,We cannot expand seats until login goes through our own provider.,790,feature_request,/settings/security,4.13.0,nub,sso-saml
NW-10427,cust_121,2026-09-09T11:59:00.000Z,Clicking approve forty times in a row is painful.,400,feature_request,/approvals,4.13.0,support_inbox,bulk-approve
